"Name","Platform","Compiles","CompilesDouble","Uses","UsesDouble","PermutationString"
"/Game/Honey_Heist/Materials/M_Mesh_Master_Blender.M_Mesh_Master_Blender","0","0","0","96","0","Compiling M_Mesh_Master_Blender: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}, StaticSwitch'Use World UVs2-1'=False, StaticSwitch'Enable Red Channel2-1'=False, StaticSwitch'Enable Green Channel2-1'=False, StaticSwitch'Enable Blue Channel2-1'=False, StaticSwitch'Image Adjustments - B2-1'=False, StaticSwitch'Image Adjustments - G2-1'=False, StaticSwitch'Image Adjustments - R2-1'=False, StaticSwitch'Use Height Lerp - B2-1'=False, StaticSwitch'Use Height Lerp - G2-1'=False, StaticSwitch'Use Height Lerp - R2-1'=False, StaticSwitch'Image Adjustments2-1'=True, StaticSwitch'Affected by Global Light2-1'=True, StaticSwitch'Enable Alpha Channel2-1'=False, StaticSwitch'Is Reflective2-1'=False, StaticMask'Mask Channel - B2-1'=R, StaticMask'Mask Channel - G2-1'=R, StaticMask'Mask Channel - R2-1'=R"
"/Game/RetroGraphics/Materials/M_LensFlare_Master.M_LensFlare_Master","0","0","0","16","0","Compiling M_LensFlare_Master: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={}"
"/Game/RetroGraphics/Materials/M_LensFlare_Master.M_LensFlare_Master","0","0","0","16","0","Compiling M_LensFlare_Master: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={}, StaticSwitch'Image Adjustments2-1'=True"
"/Game/RetroGraphics/DemoContent/Materials/M_Triangle.M_Triangle","0","0","0","48","0","Compiling M_Triangle: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithParticleSprites}"
"/Game/RetroGraphics/Materials/M_LightBillboard.M_LightBillboard","0","0","0","8","0","Compiling M_LightBillboard: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/Honey_Heist/Materials/M_Master_Foliage.M_Master_Foliage","0","0","0","129","0","Compiling M_Master_Foliage: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}"
"/Game/RetroGraphics/Materials/M_PostProcess_2.M_PostProcess_2","0","0","0","4","0","Compiling M_PostProcess_2: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/Honey_Heist/Materials/M_PostProcess_Level_1_City.M_PostProcess_Level_1_City","0","0","0","4","0","Compiling M_PostProcess_Level_1_City: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/RetroGraphics/Materials/M_PostProcess.M_PostProcess","0","0","0","4","0","Compiling M_PostProcess: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/RetroGraphics/Materials/M_LightShaft.M_LightShaft","0","0","0","16","0","Compiling M_LightShaft: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={}"
"/Game/RetroGraphics/Materials/M_Skybox_Master.M_Skybox_Master","0","0","0","18","0","Compiling M_Skybox_Master: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting}"
"/Game/RetroGraphics/Materials/M_Skybox_Master.M_Skybox_Master","0","0","0","18","0","Compiling M_Skybox_Master: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting}, StaticSwitch'Image Adjustments2-1'=False"
